MovieName,actorid,ReleaseYear,BoxOffice
绑架大明星,2226746,2013,104
开心超人,2226746,2013,3566
开心超人,2226748,2013,3566
青春派,2226603,2013,2814
赛尔号大电影3之战神联盟,2226589,2013,7649
洛克王国2圣龙的心愿,2226588,2013,6953
我爱的是你爱我,2226730,2013,3028
宫锁沉香,2226726,2013,5447
潜艇总动员4：章鱼奇遇记,2226724,2014,4910
特殊身份,2226717,2013,15526
制服,2226699,2013,1293
81号农场之保卫麦咭,2226767,2013,2531
81号农场之保卫麦咭,2226761,2013,2531
81号农场之保卫麦咭,2226757,2013,2531
摩登年代,2226587,2013,6844
郑和1405：魔海寻踪,2226574,2013,150
致命闪玩,2226568,2013,72
危情营救,2226569,2013,102
潜艇总动员3：彩虹宝藏,2226723,2013,5755
一路顺疯,2226611,2013,1425
金箍棒传奇2：沙僧的逆袭,2226393,2015,551
不能错过,2226392,2015,14
不能错过,2226391,2015,14
天边的孩子,2226538,2015,7
我爸比我小四岁,2226549,2015,332
男二本色,2226416,2015,6
笔仙惊魂3,2226418,2014,3531
蝙蝠别墅,2226560,2013,256
猎仇者,2226560,2013,581
天边的孩子,2226533,2015,7
超能兔战队,2226521,2015,176
顺风车,2226438,2015,51
午夜微博,2226236,2013,536
迷魂之密室逃脱,2226230,2013,348
别跟我谈高富帅,2226234,2013,1
十二公民,2226049,2015,1397
巴啦啦小魔仙,2226210,2013,5190
同桌的你,2226202,2014,45576
恋爱三万英尺,2226264,2012,340
越来越好之村晚,2226263,2013,3002
潜艇总动员3：彩虹宝藏,2226140,2013,5755
潜艇总动员3：彩虹宝藏,2226136,2013,5755
巴啦啦小魔仙,2226207,2013,5190
暴走吧，女人,2226121,2013,199
不能错过,2226388,2015,14
青春派,2226215,2013,2814
重生爱人,2225434,2015,1988
重生爱人,2225432,2015,1988
我的男男男男朋友,2225305,2013,780
重生爱人,2225428,2015,1988
顺风车,22254,2015,51
杨光的快乐生活,22254,2013,207
柠檬,2225290,2013,167
爸爸去哪儿,2225289,2014,69673
心跳戈壁,2225436,2015,3
哺乳期的女人,2226046,2015,28
哺乳期的女人,2226047,2015,28
哺乳期的女人,2226042,2015,28
我的老婆是只猫,2225295,2013,164
公主的诱惑,2225303,2013,161
永远的守望,2224734,2015,9
爱之初体验,2224725,2015,321
厨子戏子痞子,2225277,2013,27283
郑和1405：魔海寻踪,2225269,2013,150
被偷走的那五年,2225268,2013,14940
兔子镇的火狐狸,2224720,2015,266
拳霸风云,2224783,2015,133
拳霸风云,2224784,2015,133
等风来,2225279,2013,7978
狄仁杰之神都龙王,2223762,2013,60077
狄仁杰之神都龙王,2223764,2013,60077
大话天仙,2223757,2014,2962
女神跟我走,2224123,2015,37
同桌的你,2224062,2014,45576
一念天堂,2224057,2015,8279
左耳,2223908,2015,48522
颍河岸畔的春天,2220,2012,0
我和你,2220,2012,11
桃姐,2220,2012,7052
我是女王,2220799,2015,1553
陌路惊笑,2220804,2015,156
雷锋的微笑,2223,2013,45
狄仁杰之神都龙王,2223760,2013,60077
戒烟不戒酒,2220,2011,691
红包,2219285,2015,23
爸爸的晚餐,2219579,2015,3
公路美人,2219575,2015,9
奔跑吧！兄弟,2219884,2015,44644
花咒,2219660,2014,628
全能囧爸,2219092,2015,83
无敌小飞猪,2219173,2015,308
无敌小飞猪,2219176,2015,308
无敌小飞猪,2219177,2015,308
全能囧爸,2219084,2015,83
母亲的梦想,2219081,2015,27
全能囧爸,2219083,2015,83
爸爸的假期,2218844,2015,11634
爸爸的假期,2218843,2015,11634
北京·纽约,2219122,2015,1905
笔仙魔咒,2218806,2015,1046
冲上云霄,2218406,2015,15631
我只要我们在一起,2218165,2015,307
小时代3：刺金时代,2218167,2014,52156
前任攻略,2218799,2014,12968
兔侠之青黎传说,2218023,2015,2973
兔侠之青黎传说,2218024,2015,2973
有一个地方只有我们知道,2217991,2015,28365
我只要我们在一起,2217105,2015,307
唐人街探案,2217685,2015,82441
激战黎明,2217098,2015,27
黄金福将,2217207,2015,125
小西天狄道传奇,2216487,2015,8
既然青春留不住,2216555,2015,5020
绑架对门狗,2217098,2012,0
味道中国,2216847,2015,81
重返20岁,2217091,2015,36612
催眠大师,2216279,2014,27389
大喜临门,2216282,2015,777
十万个冷笑话,2216278,2014,11987
十万个冷笑话,2216280,2014,11987
绑架对门狗,2216452,2012,0
坏蛋必须死,2216445,2015,4705
不能错过,2216384,2015,14
王牌,2216420,2014,3165
王牌,2216413,2014,3165
母亲的梦想,2216157,2015,27
搏击迷城,2215678,2015,185
命中注定,2215716,2015,6793
万万没想到,2215552,2015,32251
爱情狂想曲,2215571,2014,59
心跳戈壁,2215577,2015,3
幸福中转栈,2215433,2014,31
精武青春,2214973,2014,96
十月初五的月光,2214967,2015,4261
食人虫,2214705,2014,2257
死亡之谜之双鱼玉佩,2215067,2015,244
死亡之谜之双鱼玉佩,2215066,2015,244
横冲直撞好莱坞,2214907,2015,32235
一步之遥,2214965,2014,51494
再次出发,2215068,2015,2027
心花路放,2214223,2014,116934
我的早更女友,2214223,2014,16180
李可乐寻人记,2214218,2014,319
紫霞,2213866,2015,49
茶花村的幸福生活,2214073,2011,0
微爱之渐入佳境,2214063,2014,28637
星语心愿之再爱,2214065,2015,521
星语心愿之再爱,2214067,2015,521
密道追踪之阴兵虎符,2214053,2014,901
心迷宫,2213796,2015,1067
三城记,2213708,2015,1224
三城记,2213709,2015,1224
少女哪吒,2213709,2015,54
人再囧途之泰囧,2259478,2012,127193
北京遇上西雅图,2248343,2013,52016
四大名捕2,2248343,2013,17429
美丽笨女人,2250183,2015,38
翅膀花,2246327,2012,0
怦然星动,2245570,2015,15973
听见下雨的声音,22447,2013,170
胜利大阅兵,2245072,2015,32
政协委员,2244683,2011,
洋妞到我家,2213662,2014,756
年少轻狂,2212542,2015,1309
三更车库,2213080,2015,792
王牌,2213080,2014,3165
匆匆那些年,2213606,2014,213
可爱的你,2212507,2015,2222
公路美人,2211681,2015,9
推拿,2211619,2014,1314
红包,2211696,2015,23
赌神风云,2211688,2014,
爱你不等来生,2211690,2014,25
花咒,2211697,2014,628
我要你开花,2211912,2015,77
爸爸去哪儿,2211882,2014,69673
黄克功案件,2211932,2014,227
黄克功案件,2211938,2014,227
全城通缉,2211583,2014,3504
夏洛特烦恼,2211438,2015,144161
还魂之迷失曼谷,2211545,2014,778
邓小平登黄山,2210936,2015,178
暗剑,2210929,2015,0
功夫宝贝,2210940,2015,
天上的菊美,2210957,2014,1177
胜利大阅兵,2210925,2015,32
角逐,2211374,2015,12
我爸比我小四岁,2211390,2015,332
菜鸟,2210814,2015,191
世外逃园,2210545,2015,
凤凰台,2210530,2014,2
不能说的夏天,2210864,2014,1668
天将雄师,2210818,2015,74417
凤凰台,2210539,2014,2
深夜前的五分钟,2210367,2014,1007
剑河,2210376,2014,24
深夜前的五分钟,2210368,2014,1007
双生灵,2209723,2015,310
怨灵,2209723,2014,1894
恐怖电影院,2209754,2014,1228
神剑传奇,2209797,2014,9
打工老板,2209740,2014,60
无极限之危情速递,2209,2011,758
爱情狂想曲,2208708,2014,59
铠甲勇士之雅塔莱斯,2208253,2014,4441
神秘世界历险记2,2208249,2014,6193
分手不分手,2208268,2015,18
分手木马计,2208525,2014,7
魔镜,2208547,2015,1038
爱情魔发师,2208543,2015,20
喵星少年漂流记,2207195,2014,170
爸爸去哪儿2,2207666,2015,22351
天将雄师,2243368,2015,74417
老炮儿,2242069,2015,90279
闹在碗中,2242116,2014,501
爸爸妈妈复婚记,2240940,2013,505
心灵的故事,2240940,2013,498
老表轶事（花鼓戏）,2240936,2013,85
万万没想到,2241317,2015,32251
万万没想到,2241313,2015,32251
万万没想到,2241312,2015,32251
渔王争霸,2240677,2013,
火云端,2239609,2015,10
全力扣杀,2239684,2015,78
师父,2239676,2015,5482
十月初五的月光,2239931,2015,4261
十月初五的月光,2239927,2015,4261
怦然星动,2239950,2015,15973
摇滚水果,2239611,2015,52
北京时间,2240234,2015,0
一刻十年,2238237,2015,11
我是大明星,2238243,2015,9
周恩来在合肥,2238777,2015,
正果,2238115,2015,16
渠首故事,2239605,2014,
激战黎明,2237791,2015,27
遭遇海明威,2238004,2015,22
遭遇海明威,2238000,2015,22
侠僧探案传奇之白马镖局,2236384,2015,
紫霞,2236377,2015,49
顾景舟,2236414,2015,
狼图腾,2236396,2015,70424
公路美人,2236363,2015,9
少年班,2206857,2015,5068
邓小平登黄山,2206953,2015,178
坏姐姐之拆婚联盟,2206767,2014,993
心花路放,2206731,2014,116934
有一天,2206451,2014,219
万万没想到,2206449,2015,32251
有一天,2206449,2014,219
触不可及,2206533,2014,7681
黄土情,2206429,2013,0
黄土情,2206430,2013,0
黄土情,2206427,2013,0
万物生长,2206021,2015,14831
黎明之眼,2206389,2014,29
遭遇海明威,2206386,2015,22
湖杀令,2205996,2015,31
这个大叔不太囧,2205571,2014,37
花香,2205290,2014,12
大丑,2205919,2014,1
摩登森林之美食总动员,2205909,2014,216
剑齿王朝,2205912,2012,2
换爱七日,2205044,2014,18
囧蛋奇兵,2205044,2012,148
碟仙诡谭,2205026,2014,2013
洋妞到我家,2205031,2014,756
深情约定,2204778,2014,18
青春.com,2204782,2014,
青春.com,2204783,2014,
碟仙诡谭,2205028,2014,2013
黎明之眼,2204768,2014,29
不能说的夏天,2204562,2014,1668
洋妞到我家,2205175,2014,756
既然青春留不住,2203469,2015,5020
华丽上班族,2203779,2015,4750
滚蛋吧！肿瘤君,2203779,2015,51180
我就是我,2203464,2014,652
笔仙3,2203244,2014,5038
我就是我,2203604,2014,652
我是你的野蛮女友,2203921,2014,77
梦行者,2203894,2015,24
我是你的野蛮女友,2203922,2014,77
老男孩之猛龙过江,2203245,2014,20887
万物生长,2202962,2015,14831
神笔马良,2203733,2014,5864
0.5的爱情,2203791,2014,55
破局,2202946,2014,163
白雪公主之矮人力量,2230204,2014,1763
夜半梳头,2230241,2014,1348
推拿,2230307,2014,1314
好命先生,2230094,2014,2212
好命先生,2230090,2014,2212
好命先生,2230089,2014,2212
食人虫,2230050,2014,2257
怨灵人偶,2230133,2014,2592
怨灵人偶,2230128,2014,2592
巴啦啦小魔仙之魔法的考验,2230163,2014,1916
怨灵,2230189,2014,1894
怨灵,2230180,2014,1894
食人虫,2230052,2014,2257
疯狂72小时,2229997,2014,2735
辛巴达历险记2,2230000,2014,2595
辛巴达历险记2,2230003,2014,2595
新大头儿子和小头爸爸之秘密计划,2229728,2014,4244
笔仙惊魂3,2229740,2014,3531
完美假妻168,2229834,2014,2929
完美假妻168,2229832,2014,2929
完美假妻168,2229831,2014,2929
完美假妻168,2229835,2014,2929
完美假妻168,2229830,2014,2929
开心超人2：启源星之战,2229844,2014,2803
疯狂72小时,2229971,2014,2735
天河,2229760,2014,3324
王牌,2229770,2014,3165
红包,2229777,2015,23
秦时明月之龙腾万里,2229620,2014,5998
秦时明月之龙腾万里,2229609,2014,5998
洛克王国3：圣龙的守护,2229675,2014,4788
洛克王国3：圣龙的守护,2229679,2014,4788
龙之谷：破晓奇兵,2229640,2014,5740
脱轨时代,2229642,2014,5473
脱轨时代,2229644,2014,5473
脱轨时代,2229656,2014,5473
爱情狂想曲,2229735,2014,59
笔仙惊魂3,2229736,2014,3531
秦时明月之龙腾万里,2229628,2014,5998
笔仙3,2229669,2014,5038
恐怖游泳馆,2229404,2015,424
英雄之战,2229212,2014,7458
英雄之战,2229208,2014,7458
触不可及,2229201,2014,7681
触不可及,2229203,2014,7681
爱情魔发师,2229507,2015,20
下一站再爱你,2229507,2014,254
枕边诡影,2229479,2015,407
神秘世界历险记2,2229468,2014,6193
神秘世界历险记2,2229412,2014,6193
神秘世界历险记2,2229411,2014,6193
左耳,2229228,2015,48522
露水红颜,2229228,2014,6628
露水红颜,2229255,2014,6628
露水红颜,2229226,2014,6628
军号密码,2229615,2015,5
整容日记,2229177,2014,8440
露水红颜,2229177,2014,6628
整容日记,2229175,2014,8440
冰封：重生之门,2229103,2014,14269
绣春刀,2229137,2014,9323
十万个冷笑话,2229163,2014,11987
触不可及,2229190,2014,7681
蓝色骨头,2229145,2014,420
前任攻略,2229116,2014,12968
老男孩之猛龙过江,2228974,2014,20887
求爱嫁期,2228971,2014,382
老男孩之猛龙过江,2228971,2014,20887
超萌英雄,2229081,2014,168
我的早更女友,2229064,2014,16180
太平轮（上）,2229032,2014,19542
太平轮（上）,2229031,2014,19542
太平轮（上）,2229029,2014,19542
太平轮（上）,2229024,2014,19542
冰封：重生之门,2229096,2014,14269
冰封：重生之门,2229092,2014,14269
我的早更女友,2229084,2014,16180
闺蜜,2228995,2014,20494
闺蜜,2228992,2014,20494
太平轮（上）,2229023,2014,19542
太平轮（上）,2229021,2014,19542
太平轮（上）,2229045,2014,19542
归来,2228901,2014,29146
白发魔女传之明月天国,2228893,2014,38914
白发魔女传之明月天国,2228898,2014,38914
探灵档案,2228886,2015,334
微爱之渐入佳境,2228886,2014,28637
白发魔女传之明月天国,2228887,2014,38914
老男孩之猛龙过江,2228968,2014,20887
洛克王国3：圣龙的守护,2228945,2014,4788
熊出没之雪岭熊风,2228948,2015,29571
奔跑吧！兄弟,2228927,2015,44644
白发魔女传之明月天国,2228927,2014,38914
西游记之大圣归来,2228833,2015,95652
西游记之大圣归来,2228751,2015,95652
熊出没之雪岭熊风,2228949,2015,29571
熊出没之雪岭熊风,2228944,2015,29571
老男孩之猛龙过江,2228967,2014,20887
微爱之渐入佳境,2228928,2014,28637
绣春刀,2228585,2014,9323
海神密码,2228585,2014,55
擦枪走火,2228577,2015,552
三只小猪与神灯,2228194,2015,2382
黄河,2228192,2015,5
龙之谷：破晓奇兵,2228192,2014,5740
爸爸去哪儿2,2228605,2015,22351
露水红颜,2228596,2014,6628
爸爸去哪儿2,2228606,2015,22351
栀子花开,2228609,2015,37900
少女哪吒,2228470,2015,54
匆匆那年,2228470,2014,58849
心花路放,2228587,2014,116934
心花路放,2228589,2014,116934
摇滚英雄,2227599,2015,180
摇滚英雄,2227598,2015,180
爱情魔发师,2227590,2015,20
午夜43路,2227936,2015,840
龙在哪里?,2227437,2015,2462
索命暹罗之按摩师,2228128,2015,249
我是路人甲,2228156,2015,6388
汽车人总动员,2228140,2015,584
旋风九日,2228130,2015,1689
战狼,2227027,2015,54555
异种,2227006,2015,508
81号农场之保卫麦咭,2226773,2013,2531
者来·来者,2227022,2015,
天钟,2227089,2013,1
汽车人总动员,2227361,2015,584
兔子镇的火狐狸,2236340,2015,266
猛龙特囧,2236380,2015,634
零点杀机,2235950,2015,46
喜马拉雅天梯,2235143,2015,1156
天眼传奇,2235452,2015,410
天眼传奇,2235446,2015,410
天眼传奇,2235444,2015,410
九层妖塔,2235378,2015,68292
九层妖塔,2235373,2015,68292
喜马拉雅天梯,2235145,2015,1156
九层妖塔,2235376,2015,68292
逆转胜,2234564,2015,40
回头路,2234248,2015,
回头路,2234249,2015,
绝对搭档,2234582,2012,0
赛尔号4大电影：圣魔之战,2233914,2014,6233
赛尔号4大电影：圣魔之战,2233913,2014,6233
西湖传奇,2233906,2014,1
情敌蜜月,2233948,2015,1035
情敌蜜月,2233951,2015,1035
1980年代的爱情,2233940,2015,176
闺蜜心窍,2234069,2015,0
东莞女孩,2234067,2015,10
东莞女孩,2234065,2015,10
心跳戈壁,2233922,2015,3
俐侎阿朵,2233896,2014,0
西湖传奇,2233908,2014,1
西湖传奇,2233903,2014,1
心跳戈壁,2233928,2015,3
心跳戈壁,2233926,2015,3
俐侎阿朵,2233888,2014,0
男神时代,2233885,2015,825
诡劫,2233879,2015,259
男神时代,2233887,2015,825
国宝疑云,2233777,2014,3
破五,2233862,2014,0
大丑,2233860,2014,1
森林孤影,2233790,2014,3
国宝疑云,2233769,2014,3
国宝疑云,2233772,2014,3
边区造,2233837,2014,1
幸福梦想,2233831,2014,1
凤凰台,2233821,2014,2
大丑,2233850,2014,1
深情约定,2233584,2014,18
渴望的青春,2233569,2014,19
渴望的青春,2233570,2014,19
渴望的青春,2233572,2014,19
渴望的青春,2233575,2014,19
9号女神,2233734,2014,5
金色时光,2233728,2014,5
金色时光,2233729,2014,5
等你追我,2233696,2014,10
血彩,2233623,2014,13
哭恋,2233611,2014,14
丑男大翻身,2233755,2014,5
丑男大翻身,2233751,2014,5
深情约定,2233585,2014,18
深情约定,2233592,2014,18
金色时光,2233721,2014,5
等你追我,2233680,2014,10
分手木马计,2233711,2014,7
卧龙岗,2233141,2014,29
枕边诡影,2233543,2015,407
九层妖塔,2233537,2015,68292
爱你不等来生,2233552,2014,25
渴望的青春,2233567,2014,19
神通佛影,2233165,2014,26
神通佛影,2233162,2014,26
神通佛影,2233161,2014,26
黎明之眼,2233126,2014,29
飞鱼秀,2232985,2014,33
飞鱼秀,2232982,2014,33
菊花台,2233022,2014,31
菊花台,2233011,2014,31
笔仙魔咒,2233014,2015,1046
笔仙魔咒,2233010,2015,1046
飞跃地心,2233005,2014,32
这个大叔不太囧,2232972,2014,37
恋者多喜欢,2232965,2014,38
第一眼爱情,2232731,2014,46
第一眼爱情,2232732,2014,46
永春白鹤拳之擎天画卷,2232723,2014,47
诡打墙,2232789,2015,134
诡打墙,2232788,2015,134
刺客聂隐娘,2232784,2015,6140
U盘,2232855,2014,40
U盘,2232851,2014,40
破风,2232793,2015,14529
第一眼爱情,2232738,2014,46
第一眼爱情,2232733,2014,46
近距离击杀,2232875,2014,39
近距离击杀,2232873,2014,39
永不消失的广播,2232870,2014,39
近距离击杀,2232874,2014,39
37次想你,2232748,2014,49
与贼同屋,2232661,2014,48
我的青春蜜友,2232580,2014,56
我的青春蜜友,2232578,2014,56
201413,2232622,2014,54
201413,2232620,2014,54
永春白鹤拳之擎天画卷,2232706,2014,47
永春白鹤拳之擎天画卷,2232709,2014,47
大峰祖师,2232638,2014,48
七月半之恐怖宿舍,2232700,2015,1228
毕业那年分手季,2232602,2014,73
与贼同屋,2232656,2014,48
十二生肖城市英雄,2232396,2014,59
我是你的野蛮女友,2232371,2014,77
不爱不散,2232359,2014,77
对不起，我爱你,2232320,2014,279
一个温州的女人,2232320,2014,92
不爱不散,2232353,2014,77
古堡之吻,2232347,2014,92
夺樽,2232380,2014,74
一个温州的女人,2232326,2014,92
一个温州的女人,2232322,2014,92
十二生肖城市英雄,2232398,2014,59
不爱不散,2232358,2014,77
夺樽,2232375,2014,74
金牌流浪狗,2232264,2014,105
金牌流浪狗,2232265,2014,105
纯纯欲动,2232263,2014,28
纯纯欲动,2232261,2014,28
大寒桃花开,2232251,2014,114
纯纯欲动,2232206,2014,28
江南爱情故事,2232234,2014,122
江南爱情故事,2232222,2014,122
一个温州的女人,2232308,2014,92
热血男人帮,2232215,2015,178
斐济99℃爱情,2232212,2014,127
破局,2232207,2014,163
江南爱情故事,2232239,2014,122
江南爱情故事,2232231,2014,122
滚蛋吧！肿瘤君,2232295,2015,51180
江南爱情故事,2232240,2014,122
狙击时刻,2232181,2014,168
狙击时刻,2232180,2014,168
狙击时刻,2232178,2014,168
